Id;Label;Sex;Value
98909485;Name;1;10
482145654;Name;1;10
1208562182;Name;2;10
15658988;Name;2;10
343470225;Name;2;11
361799959;Name;2;12
409515375;Name;1;10
610081495;Name;1;18
415592369;Name;1;98
330184710;Name;2;73
438200277;Name;2;71
74151786;Name;2;25
179127029;Name;2;28
1317332702;Name;1;32
555456378;Name;1;37
129850911;Name;1;41
1137364472;Name;2;46
17906622;Name;2;57
52054500;Name;2;52
749070174;Name;2;64
202241039;Name;1;69
289942931;Name;1;78
88949793;Name;1;15
241429271;Name;2;23
409038858;Name;2;29
40731687;Name;2;11
607353825;Name;2;12
62253849;Name;1;13
256684545;Name;1;14
62249782;Name;1;15
34304433;Name;2;16
126252088;Name;2;17
121551039;Name;2;19
101605014;Name;2;10
607516472;Name;1;10
35877513;Name;1;10
87925244;Name;1;10
188756842;Name;2;10
301582113;Name;2;10
70969864;Name;2;11
157431387;Name;2;12
841409623;Name;1;10
1106954558;Name;1;18
128190490;Name;1;98
551640605;Name;2;73
525608283;Name;2;71
58957724;Name;2;25
21283529;Name;2;28
25804790;Name;1;32
404824675;Name;1;37
613737463;Name;1;41
289512661;Name;2;46
607992766;Name;2;57
243994324;Name;2;52
749228929;Name;2;64
262659182;Name;1;69
892922820;Name;1;78
146908582;Name;1;15
288362036;Name;2;23
51715015;Name;2;29
383464565;Name;2;11
367636741;Name;2;12
166976632;Name;1;13
532610893;Name;1;14
348191625;Name;1;15
249777152;Name;2;16
200506011;Name;2;17
432430511;Name;2;19
126411242;Name;2;10
77075281;Name;1;10
38682508;Name;1;10
99936218;Name;1;10
232678300;Name;2;10
363829987;Name;2;10
298711644;Name;2;11
194393214;Name;2;12
374995061;Name;1;10
285814878;Name;1;18
304631615;Name;1;98
377450640;Name;2;73
260739999;Name;2;71
147659298;Name;2;25
232849792;Name;2;28
474303130;Name;1;32
79733559;Name;1;37
361310343;Name;1;41
378738703;Name;2;46
262578975;Name;2;57
135560778;Name;2;52
257851503;Name;2;64
267671446;Name;1;69
272954576;Name;1;78
203162331;Name;1;15
287774786;Name;2;23
620781280;Name;2;29
586457586;Name;2;11
47593495;Name;2;12
536560048;Name;1;13
560612928;Name;1;14
410925957;Name;1;15
265568106;Name;2;16
227570732;Name;2;17
494889695;Name;2;19
453433432;Name;2;10
113179195;Name;1;10
369656581;Name;1;10
304946192;Name;1;10
119858954;Name;2;10
44231475;Name;2;10
273966429;Name;2;11
110977362;Name;2;12
259813574;Name;1;10
157411210;Name;1;18
33918457;Name;1;98
389516279;Name;2;73
299171844;Name;2;71
181722427;Name;2;25
629329290;Name;2;28
215712205;Name;1;32
100031343;Name;1;37
133494538;Name;1;41
253078541;Name;2;46
226096523;Name;2;57
48663505;Name;2;52
442931096;Name;2;64
106743628;Name;1;69
113628176;Name;1;78
418562094;Name;1;15
633604560;Name;2;23
363601094;Name;2;29
249147904;Name;2;11
137002931;Name;2;12
144946298;Name;1;13
74512698;Name;1;14
70925530;Name;1;15
123296896;Name;2;16
139661979;Name;2;17
268678376;Name;2;19
207037466;Name;2;10
32193826;Name;1;10
1010521207;Name;1;10
222513464;Name;1;10
245347824;Name;2;10
54834307;Name;2;10
891883034;Name;2;11
453811670;Name;2;12
54567499;Name;1;10
492990474;Name;1;18
24606839;Name;1;98
127869423;Name;2;73
621925679;Name;2;71
452440003;Name;2;25
397221623;Name;2;28
737555046;Name;1;32
475054335;Name;1;37
461555088;Name;1;41
589272179;Name;2;46
770885179;Name;2;57
552808940;Name;2;52
557676174;Name;2;64
59377650;Name;1;69
26123318;Name;1;78
41183978;Name;1;15
34224871;Name;2;23
461509114;Name;2;29
293524806;Name;2;11
127564506;Name;2;12
345843211;Name;1;13
261162819;Name;1;14
263821600;Name;1;15
241144177;Name;2;16
49337148;Name;2;17
118465920;Name;2;19
412197418;Name;2;10
265439950;Name;1;10
220724162;Name;1;10
47130706;Name;1;10
142258927;Name;2;10
195731761;Name;2;10
635526164;Name;2;11
88065998;Name;2;12
58701564;Name;1;10
61999360;Name;1;18
387331651;Name;1;98
146126761;Name;2;73
498803993;Name;2;71
391730193;Name;2;25
248592122;Name;2;28
555368078;Name;1;32
872368556;Name;1;37
15620868;Name;1;41
17961468;Name;2;46
312600586;Name;2;57
400612660;Name;2;52
351552450;Name;2;64
204928509;Name;1;69
583558856;Name;1;78
193239673;Name;1;15
14519681;Name;2;23
560637153;Name;2;29
117110995;Name;2;11
404037960;Name;2;12
48505843;Name;1;13
283206858;Name;1;14
33480457;Name;1;15
756810474;Name;2;16
199177495;Name;2;17
14417443;Name;2;19
87260342;Name;2;10
15332092;Name;1;10
72526200;Name;1;10
88859708;Name;1;10
186369344;Name;2;10
114686048;Name;2;10
567204463;Name;2;11
97400283;Name;2;12
38003615;Name;1;10
86692026;Name;1;18
120183650;Name;1;98
45523739;Name;2;73
7245812;Name;2;71
15916413;Name;2;25
57581618;Name;2;28
385089934;Name;1;32
511148049;Name;1;37
7875752;Name;1;41
20733442;Name;2;46
21275984;Name;2;57
60024528;Name;2;52
21333784;Name;2;64
19817956;Name;1;69
198186138;Name;1;78
74494886;Name;1;15
15433347;Name;2;23
82374815;Name;2;29
29282902;Name;2;11
176549493;Name;2;12
391628982;Name;1;13
271339284;Name;1;14
433507891;Name;1;15
492049721;Name;2;16
309127958;Name;2;17
277056105;Name;2;19
249062781;Name;2;10
89764002;Name;1;10
132890742;Name;1;10
14377632;Name;1;10
41132073;Name;2;10
306095543;Name;2;10
95914682;Name;2;11
572524105;Name;2;12
796207116;Name;1;10
15720739;Name;1;18
1431451698;Name;1;98
40238335;Name;2;73
523213956;Name;2;71
141534382;Name;2;25
532436683;Name;2;28
533162527;Name;1;32
189148357;Name;1;37
128179899;Name;1;41
83402970;Name;2;46
17461627;Name;2;57
225847458;Name;2;52
43726507;Name;2;64
243612021;Name;1;69
421575937;Name;1;78
264789404;Name;1;15
986774582;Name;2;23
31401793;Name;2;29
106236491;Name;2;11
626737550;Name;2;12
59888868;Name;1;13
439137990;Name;1;14
23969454;Name;1;15
113919452;Name;2;16
17211958;Name;2;17
254922743;Name;2;19
106364085;Name;2;10
175332273;Name;1;10
14085571;Name;1;10
15972671;Name;1;10
80904916;Name;2;10
265975324;Name;2;10
237706778;Name;2;11
289263835;Name;2;12
30995068;Name;1;10
60940131;Name;1;18
245881375;Name;1;98
372968129;Name;2;73
50611920;Name;2;71
516444610;Name;2;25
211803812;Name;2;28
15620178;Name;1;32
66359223;Name;1;37
158108441;Name;1;41
16344251;Name;2;46
159084491;Name;2;57
19595031;Name;2;52
80014982;Name;2;64
529756593;Name;1;69
380185974;Name;1;78
833531809;Name;1;15
1063622270;Name;2;23
128951804;Name;2;29
178787467;Name;2;11
258089936;Name;2;12
82627661;Name;1;13
164980088;Name;1;14
262171818;Name;1;15
47726815;Name;2;16
39469030;Name;2;17
394276857;Name;2;19
54516516;Name;2;10
205636397;Name;1;10
418319088;Name;1;10
31097531;Name;1;10
440999469;Name;2;10
76681219;Name;2;10
210424730;Name;2;11
338866417;Name;2;12
341489318;Name;1;10
390262715;Name;1;18
223958007;Name;1;98
449830661;Name;2;73
443971366;Name;2;71
409426929;Name;2;25
345040089;Name;2;28
37413610;Name;1;32
353914820;Name;1;37
328422006;Name;1;41
321988044;Name;2;46
236343589;Name;2;57
299618029;Name;2;52
238960798;Name;2;64
282236970;Name;1;69
283664524;Name;1;78
276233070;Name;1;15
292941144;Name;2;23
27593993;Name;2;29
273357541;Name;2;11
210943152;Name;2;12
35712871;Name;1;13
205315882;Name;1;14
212740557;Name;1;15
198032627;Name;2;16
199195561;Name;2;17
204904846;Name;2;19
18980541;Name;2;10
279071281;Name;1;10
522049981;Name;1;10
99364765;Name;1;10
815266832;Name;2;10
149434510;Name;2;10
333134389;Name;2;11
479914545;Name;2;12
351137989;Name;1;10
442241623;Name;1;18
392583081;Name;1;98
405526823;Name;2;73
381464684;Name;2;71
185431219;Name;2;25
122174133;Name;2;28
172675648;Name;1;32
209609094;Name;1;37
119857164;Name;1;41
106219354;Name;2;46
57364763;Name;2;57
446275312;Name;2;52
942525974;Name;2;64
872581957;Name;1;69
859775538;Name;1;78
798821984;Name;1;15
369054086;Name;2;23
512979318;Name;2;29
304499332;Name;2;11
573585707;Name;2;12
385624859;Name;1;13
21777569;Name;1;14
103689904;Name;1;15
49147745;Name;2;16
52672859;Name;2;17
183666889;Name;2;19
227992150;Name;2;10
47913177;Name;1;10
37942571;Name;1;10
175201192;Name;1;10
113393772;Name;2;10
12684482;Name;2;10
33262272;Name;2;11
13020852;Name;2;12
12675592;Name;1;10
38164822;Name;1;18
25151513;Name;1;98
274128749;Name;2;73
103685090;Name;2;71
53022664;Name;2;25
22131742;Name;2;28
498161903;Name;1;32
17584395;Name;1;37
239923031;Name;1;41
334632940;Name;2;46
413098664;Name;2;57
89177241;Name;2;52
137801108;Name;2;64
84531913;Name;1;69
415008577;Name;1;78
48404973;Name;1;15
163767119;Name;2;23
126330826;Name;2;29
194268513;Name;2;11
134835480;Name;2;12
388098304;Name;1;13
491249952;Name;1;14
48280149;Name;1;15
1003763743;Name;2;16
188870940;Name;2;17
25740179;Name;2;19
526733544;Name;2;10
144530407;Name;1;10
194071924;Name;1;10
80510401;Name;1;10
396510363;Name;2;10
114703964;Name;2;10
229300422;Name;2;11
151644768;Name;2;12
102657242;Name;1;10
75004751;Name;1;18
166339890;Name;1;98
463090908;Name;2;73
96751865;Name;2;71
19182959;Name;2;25
253764202;Name;2;28
267742747;Name;1;32
242706132;Name;1;37
311539028;Name;1;41
206247231;Name;2;46
69558425;Name;2;57
141582659;Name;2;52
185335440;Name;2;64
497126075;Name;1;69
14783971;Name;1;78
737014699;Name;1;15
263632739;Name;2;23
816117475;Name;2;29
250732016;Name;2;11
330933727;Name;2;12
25927323;Name;1;13
467296493;Name;1;14
260603928;Name;1;15
33635448;Name;2;16
55604760;Name;2;17
45091022;Name;2;19
125377928;Name;2;10
489355902;Name;1;10
316492694;Name;1;10
155272526;Name;1;10
33170758;Name;2;10
192153047;Name;2;10
80306779;Name;2;11
294246051;Name;2;12
147494510;Name;1;10
201420092;Name;1;18
466864628;Name;1;98
303457058;Name;2;73
236488504;Name;2;71
234518551;Name;2;25
254042153;Name;2;28
386041191;Name;1;32
327950395;Name;1;37
291098172;Name;1;41
762278754;Name;2;46
148759101;Name;2;57
88192099;Name;2;52
299023445;Name;2;64
377288968;Name;1;69
295768762;Name;1;78
166313719;Name;1;15
269005216;Name;2;23
217365315;Name;2;29
228927481;Name;2;11
241037374;Name;2;12
207200824;Name;1;13
205693443;Name;1;14
214989878;Name;1;15
123666485;Name;2;16
31098103;Name;2;17
131621706;Name;2;19
205642207;Name;2;10
289940976;Name;1;10
273570288;Name;1;10
207069924;Name;1;10
829211810;Name;2;10
478912852;Name;2;10
510676270;Name;2;11
485018002;Name;2;12
557074602;Name;1;10
70708562;Name;1;18
718461115;Name;1;98
846979566;Name;2;73
338653891;Name;2;71
566260287;Name;2;25
50287240;Name;2;28
264170042;Name;1;32
228299661;Name;1;37
17184710;Name;1;41
132480675;Name;2;46
423295311;Name;2;57
311991448;Name;2;52
79817535;Name;2;64
762269388;Name;1;69
196959258;Name;1;78
357590184;Name;1;15
507213920;Name;2;23
147557411;Name;2;29
156016390;Name;2;11
56081519;Name;2;12
127862129;Name;1;13
120489857;Name;1;14
506403740;Name;1;15
397385612;Name;2;16
304086453;Name;2;17
728755513;Name;2;19
102796320;Name;2;10
313987512;Name;1;10
28891938;Name;1;10
26344705;Name;1;10
364636431;Name;2;10
30694367;Name;2;10
117520309;Name;2;11
78610361;Name;2;12
107995812;Name;1;10
239982540;Name;1;18
20582297;Name;1;98
33210597;Name;2;73
260639579;Name;2;71
198799048;Name;2;25
256948566;Name;2;28
243338765;Name;1;32
221477820;Name;1;37
387003521;Name;1;41
455658500;Name;2;46
264807607;Name;2;57
270758751;Name;2;52
319732465;Name;2;64
158044864;Name;1;69
716221184;Name;1;78
179838623;Name;1;15
70209552;Name;2;23
255137066;Name;2;29
104552067;Name;2;11
277490138;Name;2;12
153748642;Name;1;13
123902082;Name;1;14
776620434;Name;1;15
887385702;Name;2;16
108999750;Name;2;17
30186573;Name;2;19
890580462;Name;2;10
45542137;Name;1;10
50476729;Name;1;10
54876658;Name;1;10
91346150;Name;2;10
68515433;Name;2;10
25252511;Name;2;11
251215698;Name;2;12
60297498;Name;1;10
92525466;Name;1;18
129182425;Name;1;98
140525531;Name;2;73
929365734;Name;2;71
42428064;Name;2;25
22761756;Name;2;28
103593544;Name;1;32
185752553;Name;1;37
29024884;Name;1;41
18899802;Name;2;46
19543545;Name;2;57
74253382;Name;2;52
50152850;Name;2;64
40053587;Name;1;69
206600620;Name;1;78
91859031;Name;1;15
708931686;Name;2;23
20994082;Name;2;29
62955108;Name;2;11
172049434;Name;2;12
372214163;Name;1;13
339054544;Name;1;14
344647586;Name;1;15
230900998;Name;2;16
19837990;Name;2;17
37642262;Name;2;19
195704605;Name;2;10
28150733;Name;1;10
89142481;Name;1;10
38133222;Name;1;10
262810396;Name;2;10
392683039;Name;2;10
403985688;Name;2;11
91821282;Name;2;12
223597090;Name;1;10
390143790;Name;1;18
533113235;Name;1;98
222530466;Name;2;73
430775597;Name;2;71
319888602;Name;2;25
296710380;Name;2;28
292282006;Name;1;32
632868084;Name;1;37
485535488;Name;1;41
95260000;Name;2;46
438264830;Name;2;57
438592224;Name;2;52
428191654;Name;2;64
386053855;Name;1;69
256624287;Name;1;78
143236498;Name;1;15
560583946;Name;2;23
288203074;Name;2;29
46613511;Name;2;11
26283190;Name;2;12
37189862;Name;1;13
300492527;Name;1;14
128307853;Name;1;15
334659993;Name;2;16
157662906;Name;2;17
15922621;Name;2;19
414985796;Name;2;10
283664818;Name;1;10
193398603;Name;1;10
270874112;Name;1;10
392311715;Name;2;10
262279619;Name;2;10
934202412;Name;2;11
506099439;Name;2;12
388858575;Name;1;10
393658166;Name;1;18
210786143;Name;1;98
47985834;Name;2;73
633177792;Name;2;71
252720609;Name;2;25
384973143;Name;2;28
191816892;Name;1;32
249561931;Name;1;37
348060662;Name;1;41
456818858;Name;2;46
315131452;Name;2;57
93631625;Name;2;52
48318323;Name;2;64
45121614;Name;1;69
373036661;Name;1;78
406457898;Name;1;15
495013409;Name;2;23
358716597;Name;2;29
163872661;Name;2;11
30040549;Name;2;12
452202162;Name;1;13
469511162;Name;1;14
148418228;Name;1;15
338705322;Name;2;16
484988789;Name;2;17
528891966;Name;2;19
283602352;Name;2;10
274987952;Name;1;10
437910490;Name;1;10
338418931;Name;1;10
461547194;Name;2;10
485069814;Name;2;10
455314708;Name;2;11
540119911;Name;2;12
123702219;Name;1;10
453232976;Name;1;18
321535725;Name;1;98
238260145;Name;2;73
72893306;Name;2;71
472117268;Name;2;25
541072732;Name;2;28
865235156;Name;1;32
96408471;Name;1;37
405086569;Name;1;41
526243656;Name;2;46
477810128;Name;2;57
276135086;Name;2;52
525542349;Name;2;64
426255065;Name;1;69
497082242;Name;1;78
440370002;Name;1;15
245557790;Name;2;23
384750314;Name;2;29
446302817;Name;2;11
238669832;Name;2;12
273878317;Name;1;13
245271037;Name;1;14
160379223;Name;1;15
236496523;Name;2;16
180014385;Name;2;17
139779097;Name;2;19
117193552;Name;2;10
607594646;Name;1;10
288908285;Name;1;10
131933074;Name;1;10
464456443;Name;2;10
462892747;Name;2;10
112222153;Name;2;11
354918225;Name;2;12
457281479;Name;1;10
488262433;Name;1;18
304392622;Name;1;98
228860312;Name;2;73
615689820;Name;2;71
379240538;Name;2;25
239404742;Name;2;28
28803708;Name;1;32
251225161;Name;1;37
436772414;Name;1;41
1315181214;Name;2;46
31826459;Name;2;57
457984157;Name;2;52
523416996;Name;2;64
249326058;Name;1;69
518960137;Name;1;78
125762100;Name;1;15
722556739;Name;2;23
215011986;Name;2;29
467774876;Name;2;11
604898305;Name;2;12
533543207;Name;1;13
620821397;Name;1;14
262125749;Name;1;15
313438705;Name;2;16
357515925;Name;2;17
474526346;Name;2;19
1015278781;Name;2;10
730366303;Name;1;10
14121193;Name;1;10
10933962;Name;1;10
459994039;Name;2;10
758071195;Name;2;10
189519727;Name;2;11
130284461;Name;2;12
15111995;Name;1;10
31172881;Name;1;18
757330254;Name;1;98
553593149;Name;2;73
73901619;Name;2;71
14431277;Name;2;25
156902748;Name;2;28
71245999;Name;1;32
524769477;Name;1;37
196827845;Name;1;41
110405763;Name;2;46
128991751;Name;2;57
636418647;Name;2;52
472580548;Name;2;64
253216470;Name;1;69
139966022;Name;1;78
501064977;Name;1;15
21240544;Name;2;23
284911928;Name;2;29
335846851;Name;2;11
56672651;Name;2;12
393264926;Name;1;13
366002940;Name;1;14
140378917;Name;1;15
370267934;Name;2;16
45003686;Name;2;17
38040130;Name;2;19
175348176;Name;2;10
368423275;Name;1;10
270323994;Name;1;10
42637779;Name;1;10
539738009;Name;2;10
381102269;Name;2;10
266740156;Name;2;11
99140387;Name;2;12
207083743;Name;1;10
181119426;Name;1;18
208591667;Name;1;98
101307104;Name;2;73
150607393;Name;2;71
288247800;Name;2;25
234168325;Name;2;28
594771488;Name;1;32
157073726;Name;1;37
309816576;Name;1;41
370252467;Name;2;46
50789810;Name;2;57
57406651;Name;2;52
261397993;Name;2;64
204458645;Name;1;69
389988313;Name;1;78
229618209;Name;1;15
210421566;Name;2;23
320100539;Name;2;29
258945601;Name;2;11
220405716;Name;2;12
311638924;Name;1;13
397328935;Name;1;14
314498269;Name;1;15
98145501;Name;2;16
111682680;Name;2;17
392317743;Name;2;19
133681501;Name;2;10
442226642;Name;1;10
499837671;Name;1;10
480339597;Name;1;10
507435257;Name;2;10
84695280;Name;2;10
114504409;Name;2;11
471330233;Name;2;12
724778334;Name;1;10
189151036;Name;1;18
192511778;Name;1;98
784298340;Name;2;73
375038936;Name;2;71
97044910;Name;2;25
264988711;Name;2;28
246984472;Name;1;32
582776793;Name;1;37
728603575;Name;1;41
376872100;Name;2;46
626382266;Name;2;57
371930835;Name;2;52
446469303;Name;2;64
602337609;Name;1;69
461140490;Name;1;78
333699981;Name;1;15
552964223;Name;2;23
429116162;Name;2;29
524229992;Name;2;11
131615091;Name;2;12
472213173;Name;1;13
394779242;Name;1;14
272501246;Name;1;15
265488095;Name;2;16
432478105;Name;2;17
242202579;Name;2;19
125126336;Name;2;10
288084765;Name;1;10
456094808;Name;1;10
192705047;Name;1;10
118741440;Name;2;10
289010968;Name;2;10
225913580;Name;2;11
188336879;Name;2;12
351087948;Name;1;10
103904984;Name;1;18
201037054;Name;1;98
314082652;Name;2;73
562026635;Name;2;71
241588762;Name;2;25
172294217;Name;2;28
220755091;Name;1;32
554474918;Name;1;37
448986509;Name;1;41
397176176;Name;2;46
209681084;Name;2;57
610156403;Name;2;52
518455089;Name;2;64
377482626;Name;1;69
163805383;Name;1;78
206326427;Name;1;15
396997067;Name;2;23
94165920;Name;2;29
434333886;Name;2;11
349140553;Name;2;12
425269477;Name;1;13
66312085;Name;1;14
387062861;Name;1;15
321688456;Name;2;16
450779380;Name;2;17
253690475;Name;2;19
617567122;Name;2;10
270847945;Name;1;10
513455220;Name;1;10
594137390;Name;1;10
463360606;Name;2;10
538870034;Name;2;10
288440899;Name;2;11
433235491;Name;2;12
321478827;Name;1;10
233351260;Name;1;18
202520308;Name;1;98
213037318;Name;2;73
369742339;Name;2;71
285510962;Name;2;25
593943907;Name;2;28
19088680;Name;1;32
171201273;Name;1;37
330559188;Name;1;41
579622308;Name;2;46
239892345;Name;2;57
395577491;Name;2;52
187177289;Name;2;64
488724379;Name;1;69
550109960;Name;1;78
821981472;Name;1;15
603068446;Name;2;23
457246070;Name;2;29
260799011;Name;2;11
23387697;Name;2;12
601177626;Name;1;13
546077455;Name;1;14
590293744;Name;1;15
503651878;Name;2;16
280911587;Name;2;17
99132764;Name;2;19
532748163;Name;2;10
319293497;Name;1;10
381104402;Name;1;10
496229280;Name;1;10
427546236;Name;2;10
297234092;Name;2;10
182543993;Name;2;11
363863456;Name;2;12
588308106;Name;1;10
573887235;Name;1;18
390291767;Name;1;98
127990430;Name;2;73
404157651;Name;2;71
192809074;Name;2;25
390290139;Name;2;28
123522724;Name;1;32
229603957;Name;1;37
332072371;Name;1;41
351700845;Name;2;46
194515071;Name;2;57
36207372;Name;2;52
309561874;Name;2;64
62271361;Name;1;69
278627388;Name;1;78
333996358;Name;1;15
97682544;Name;2;23
25487105;Name;2;29
47445845;Name;2;11
199302742;Name;2;12
734751182;Name;1;13
163401883;Name;1;14
1366944644;Name;1;15
465936641;Name;2;16
385870618;Name;2;17
1251229453;Name;2;19
962967415;Name;2;10
63935533;Name;1;10
1431547050;Name;1;10
862023991;Name;1;10
1130553320;Name;2;10
973595725;Name;2;10
